0:00:00 5.0007.510.011	1
0:00:00 5.0007.610.011	1
0:00:00 5.0007.510.011	1
0:10:01	5.0007.610.011	2
0:10:01	5.0007.610.011	1
0:10:02	5.0007.610.011	2
0:10:02	5.0007.610.011	-2
0:10:02	5.0007.610.011	-2
0:10:03	5.0007.510.011	2
0:10:03	5.0007.510.011	1
0:10:03	5.0007.610.011	2
0:10:03	5.0007.610.011	3
0:10:03	5.0007.510.011	2
0:10:03	5.0007.510.011	3
0:10:04	5.0007.610.011	1
0:10:05	5.0007.610.011	1
0:10:05	5.0007.610.011	1
0:10:06	5.0007.610.011	1
0:10:06	5.0007.610.011	7
0:10:06	5.0007.510.011	1
0:10:06	5.0007.610.011	-2
0:10:07	5.0007.510.011	3
0:10:07	5.0007.610.011	3
0:10:08	5.0007.510.011	1
0:10:08	5.0007.510.011	1
0:10:09	5.0007.510.011	2
0:10:09	5.0007.510.011	1
0:10:09	5.0007.610.011	1
0:10:09	5.0007.510.011	7
0:10:09	5.0007.610.011	4
0:10:09	5.0007.610.011	2
0:10:10	5.0007.610.011	5
0:10:10	5.0007.610.011	2
0:10:10	5.0007.610.011	-2
0:10:11	5.0007.610.011	1
0:10:11	5.0007.510.011	5
0:10:11	5.0007.610.011	1
0:10:11	5.0007.510.011	2
0:10:11	5.0007.610.011	2
0:10:11	5.0007.610.011	3
0:10:12	5.0007.610.011	2
0:10:12	5.0007.510.011	1
0:10:12	5.0007.510.011	1
0:10:12	5.0007.510.011	1
0:10:12	5.0007.510.011	1
0:10:13	5.0007.610.011	3
0:10:13	5.0007.610.011	1
0:10:13	5.0007.510.011	1
0:10:13	5.0007.510.011	1
0:10:13	5.0007.510.011	1
0:10:13	5.0007.510.011	1
0:10:14	5.0007.610.011	1
0:10:14	5.0007.510.011	3
0:10:15	5.0007.510.011	2
0:10:15	5.0007.610.011	-2
0:10:15	5.0007.610.011	-2
0:10:15	5.0007.610.011	-2
0:10:16	5.0007.510.011	2
0:10:16	5.0007.510.011	2
0:10:17	5.0007.510.011	3
0:10:17	5.0007.510.011	1
0:10:17	5.0007.610.011	1
0:10:17	5.0007.610.011	2
0:10:17	5.0007.510.011	2
0:10:17	5.0007.610.011	-2
0:10:18	5.0007.610.011	3
0:10:19	5.0007.510.011	2
0:10:19	5.0007.610.011	1
0:10:19	5.0007.610.011	2
0:10:19	5.0007.610.011	1
0:10:20	5.0007.510.011	2
0:10:20	5.0007.610.011	3
0:10:20	5.0007.510.011	1
0:10:20	5.0007.510.011	1
0:10:20	5.0007.510.011	1
0:10:21	5.0007.510.011	2
0:10:21	5.0007.610.011	3
0:10:21	5.0007.510.011	2
0:10:21	5.0007.610.011	2
0:10:21	5.0007.510.011	2
0:10:21	5.0007.610.011	-2
0:10:21	5.0007.610.011	-2
0:10:21	5.0007.610.011	-1
0:10:22	5.0007.510.011	1
0:10:23	5.0007.610.011	4
0:10:23	5.0007.610.011	3
0:10:23	5.0007.610.011	1
0:10:23	5.0007.610.011	2
0:10:23	5.0007.610.011	-2
0:10:24	5.0007.610.011	1
0:10:24	5.0007.610.011	1
0:10:24	5.0007.510.011	1
0:10:24	5.0007.610.011	-2
0:10:25	5.0007.610.011	1
0:10:25	5.0007.610.011	-1
0:10:25	5.0007.610.011	-3
0:10:26	5.0007.610.011	2
0:10:26	5.0007.510.011	1
0:10:27	5.0007.610.011	1
0:10:27	5.0007.610.011	6
0:10:27	5.0007.610.011	2
0:10:27	5.0007.510.011	3
0:10:27	5.0007.510.011	5
0:10:27	5.0007.610.011	-2
0:10:27	5.0007.610.011	-3
0:10:27	5.0007.610.011	-2
0:10:28	5.0007.610.011	5
0:10:28	5.0007.510.011	1
0:10:28	5.0007.610.011	-2
0:10:29	5.0007.610.011	3
0:10:29	5.0007.610.011	1
0:10:29	5.0007.610.011	1
0:10:30	5.0007.610.011	1
0:10:30	5.0007.610.011	1
0:10:30	5.0007.510.011	1
0:10:30	5.0007.510.011	1
0:10:30	5.0007.610.011	-2
0:10:30	5.0007.610.011	-2
0:10:30	5.0007.610.011	-2
0:10:30	5.0007.610.011	-2
0:10:31	5.0007.510.011	5
0:10:31	5.0007.610.011	-2
0:10:31	5.0007.610.011	-3
0:10:32	5.0007.610.011	3
0:10:32	5.0007.510.011	1
0:10:32	5.0007.510.011	1
0:10:32	5.0007.510.011	2
0:10:33	5.0007.610.011	5
0:10:33	5.0007.610.011	9
0:10:33	5.0007.610.011	2
0:10:33	5.0007.610.011	-1
0:10:33	5.0007.610.011	-3
0:10:34	5.0007.510.011	2
0:10:34	5.0007.610.011	2
0:10:34	5.0007.510.011	3
0:10:34	5.0007.510.011	1
0:10:35	5.0007.610.011	1
0:10:35	5.0007.510.011	3
0:10:36	5.0007.610.011	2
0:10:36	5.0007.510.011	1
0:10:36	5.0007.510.011	2
0:10:36	5.0007.510.011	1
0:10:36	5.0007.510.011	4
0:10:36	5.0007.510.011	2
0:10:36	5.0007.610.011	1
0:10:36	5.0007.510.011	2
0:10:37	5.0007.610.011	1
0:10:37	5.0007.510.011	3
0:10:37	5.0007.610.011	-2
0:10:38	5.0007.510.011	1
0:10:38	5.0007.510.011	1
0:10:38	5.0007.610.011	-3
0:10:39	5.0007.510.011	1
0:10:40	5.0007.610.011	2
0:10:40	5.0007.610.011	1
0:10:40	5.0007.610.011	3
0:10:42	5.0007.510.011	2
0:10:42	5.0007.510.011	2
0:10:42	5.0007.510.011	3
0:10:42	5.0007.510.011	4
0:10:42	5.0007.610.011	1
0:10:42	5.0007.610.011	-2
0:10:43	5.0007.610.011	4
0:10:43	5.0007.610.011	3
0:10:43	5.0007.510.011	3
0:10:44	5.0007.610.011	1
0:10:44	5.0007.610.011	3
0:10:44	5.0007.610.011	1
0:10:44	5.0007.610.011	1
0:10:45	5.0007.510.011	1
0:10:45	5.0007.610.011	1
0:10:45	5.0007.510.011	2
0:10:46	5.0007.510.011	3
0:10:47	5.0007.610.011	1
0:10:47	5.0007.510.011	1
0:10:48	5.0007.610.011	4
0:10:48	5.0007.510.011	1
0:10:48	5.0007.510.011	1
0:10:48	5.0007.610.011	2
0:10:48	5.0007.610.011	1
0:10:49	5.0007.510.011	1
0:10:49	5.0007.510.011	1
0:10:50	5.0007.510.011	6
0:10:50	5.0007.510.011	6
0:10:50	5.0007.510.011	1
0:10:50	5.0007.510.011	1
0:10:50	5.0007.510.011	1
0:10:50	5.0007.610.011	-1
0:10:51	5.0007.510.011	1
0:10:51	5.0007.610.011	-3
0:10:52	5.0007.510.011	4
0:10:52	5.0007.510.011	1
0:10:52	5.0007.610.011	-2
0:10:53	5.0007.610.011	3
0:10:53	5.0007.510.011	1
0:10:54	5.0007.510.011	2
0:10:54	5.0007.510.011	1
0:10:54	5.0007.610.011	-2
0:10:55	5.0007.610.011	2
0:10:55	5.0007.610.011	-2
0:10:56	5.0007.610.011	4
0:10:56	5.0007.610.011	1
0:10:56	5.0007.610.011	-3
0:10:57	5.0007.610.011	2
0:10:57	5.0007.610.011	4
0:10:57	5.0007.510.011	2
0:10:57	5.0007.610.011	-2
0:10:57	5.0007.610.011	-1
0:10:58	5.0007.510.011	6
0:10:58	5.0007.610.011	2
0:10:58	5.0007.610.011	1
0:10:59	5.0007.510.011	2
0:10:59	5.0007.610.011	1
0:10:59	5.0007.610.011	4
0:10:59	5.0007.610.011	-2
0:10:59	5.0007.610.011	-2
0:11:00	5.0007.610.011	1
0:11:01	5.0007.610.011	3
0:11:01	5.0007.510.011	1
0:11:01	5.0007.610.011	8
0:11:01	5.0007.610.011	1
0:11:01	5.0007.610.011	2
0:11:01	5.0007.510.011	1
0:11:02	5.0007.510.011	1
0:11:02	5.0007.510.011	2
0:11:02	5.0007.610.011	2
0:11:02	5.0007.510.011	3
0:11:02	5.0007.610.011	2
0:11:02	5.0007.610.011	3
0:11:02	5.0007.610.011	1
0:11:02	5.0007.610.011	3
0:11:02	5.0007.510.011	3
0:11:02	5.0007.610.011	-2
0:11:03	5.0007.610.011	2
0:11:03	5.0007.510.011	2
0:11:03	5.0007.510.011	1
0:11:03	5.0007.610.011	1
0:11:03	5.0007.610.011	-2
0:11:04	5.0007.610.011	6
0:11:04	5.0007.510.011	1
0:11:04	5.0007.510.011	1
0:11:04	5.0007.510.011	3
0:11:04	5.0007.610.011	-2
0:11:05	5.0007.610.011	2
0:11:05	5.0007.510.011	3
0:11:05	5.0007.610.011	-2
0:11:05	5.0007.610.011	-2
0:11:06	5.0007.510.011	1
0:11:06	5.0007.610.011	2
0:11:06	5.0007.510.011	1
0:11:06	5.0007.610.011	8
0:11:06	5.0007.610.011	-1
0:11:07	5.0007.510.011	4
0:11:07	5.0007.610.011	1
0:11:07	5.0007.610.011	1
0:11:07	5.0007.610.011	4
0:11:07	5.0007.510.011	2
0:11:07	5.0007.510.011	1
0:11:07	5.0007.610.011	-3
0:11:08	5.0007.610.011	3
0:11:08	5.0007.610.011	3
0:11:08	5.0007.510.011	1
0:11:08	5.0007.510.011	1
0:11:09	5.0007.610.011	1
0:11:09	5.0007.610.011	3
0:11:09	5.0007.510.011	3
0:11:10	5.0007.610.011	1
0:11:10	5.0007.610.011	8
0:11:10	5.0007.610.011	1
0:11:10	5.0007.510.011	2
0:11:10	5.0007.510.011	1
0:11:10	5.0007.610.011	-3
0:11:11	5.0007.610.011	1
0:11:11	5.0007.610.011	1
0:11:11	5.0007.510.011	3
0:11:12	5.0007.510.011	3
0:11:12	5.0007.610.011	1
0:11:13	5.0007.510.011	10
0:11:13	5.0007.610.011	1
0:11:13	5.0007.510.011	1
0:11:13	5.0007.610.011	3
0:11:13	5.0007.610.011	3
0:11:13	5.0007.610.011	2
0:11:13	5.0007.610.011	-2
0:11:13	5.0007.610.011	-2
0:11:14	5.0007.610.011	6
0:11:14	5.0007.610.011	2
0:11:14	5.0007.510.011	2
0:11:14	5.0007.610.011	3
0:11:14	5.0007.510.011	3
0:11:14	5.0007.610.011	-2
0:11:15	5.0007.610.011	4
0:11:15	5.0007.610.011	2
0:11:15	5.0007.510.011	3
0:11:15	5.0007.510.011	1
0:11:15	5.0007.510.011	1
0:11:15	5.0007.610.011	-2
0:11:15	5.0007.610.011	-2
0:11:16	5.0007.510.011	2
0:11:16	5.0007.610.011	1
0:11:17	5.0007.510.011	2
0:11:17	5.0007.610.011	3
0:11:17	5.0007.610.011	1
0:11:17	5.0007.510.011	2
0:11:17	5.0007.610.011	1
0:11:17	5.0007.610.011	-2
0:11:17	5.0007.610.011	-2
0:11:18	5.0007.510.011	1
0:11:19	5.0007.610.011	1
0:11:19	5.0007.610.011	2
0:11:20	5.0007.510.011	2
0:11:20	5.0007.610.011	1
0:11:20	5.0007.510.011	2
0:11:20	5.0007.510.011	2
0:11:20	5.0007.510.011	1
0:11:20	5.0007.510.011	2
0:11:20	5.0007.610.011	1
0:11:20	5.0007.510.011	3
0:11:20	5.0007.510.011	1
0:11:20	5.0007.610.011	2
0:11:20	5.0007.510.011	1
0:11:20	5.0007.610.011	-3
0:11:21	5.0007.610.011	1
0:11:21	5.0007.510.011	1
0:11:21	5.0007.610.011	1
0:11:21	5.0007.610.011	6
0:11:21	5.0007.610.011	1
0:11:21	5.0007.610.011	-3
0:11:22	5.0007.610.011	1
0:11:23	5.0007.610.011	5
0:11:23	5.0007.610.011	1
0:11:23	5.0007.510.011	2
0:11:23	5.0007.610.011	4
0:11:23	5.0007.610.011	2
0:11:24	5.0007.610.011	5
0:11:24	5.0007.510.011	1
0:11:24	5.0007.610.011	-2
0:11:25	5.0007.610.011	1
0:11:25	5.0007.610.011	3
0:11:25	5.0007.510.011	2
0:11:26	5.0007.610.011	4
0:11:26	5.0007.610.011	1
0:11:26	5.0007.510.011	1
0:11:26	5.0007.610.011	1
0:11:26	5.0007.510.011	2
0:11:27	5.0007.610.011	1
0:11:27	5.0007.510.011	1
0:11:27	5.0007.510.011	1
0:11:27	5.0007.610.011	-1
0:11:28	5.0007.610.011	1
0:11:28	5.0007.510.011	2
0:11:28	5.0007.610.011	2
0:11:28	5.0007.610.011	5
0:11:28	5.0007.510.011	2
0:11:28	5.0007.510.011	1
0:11:29	5.0007.510.011	1
0:11:29	5.0007.510.011	2
0:11:30	5.0007.510.011	2
0:11:30	5.0007.610.011	2
0:11:31	5.0007.510.011	2
0:11:31	5.0007.610.011	3
0:11:32	5.0007.610.011	5
0:11:32	5.0007.510.011	1
0:11:32	5.0007.610.011	2
0:11:32	5.0007.610.011	2
0:11:32	5.0007.510.011	3
0:11:32	5.0007.610.011	-2
0:11:33	5.0007.610.011	2
0:11:33	5.0007.510.011	1
0:11:33	5.0007.610.011	2
0:11:33	5.0007.610.011	-2
0:11:33	5.0007.610.011	-2
0:11:34	5.0007.510.011	6
0:11:34	5.0007.610.011	1
0:11:34	5.0007.610.011	4
0:11:35	5.0007.610.011	1
0:11:35	5.0007.510.011	1
0:11:35	5.0007.510.011	1
0:11:35	5.0007.610.011	7
0:11:35	5.0007.610.011	-2
0:11:36	5.0007.610.011	2
0:11:36	5.0007.610.011	3
0:11:36	5.0007.510.011	1
0:11:37	5.0007.610.011	1
0:11:37	5.0007.510.011	5
0:11:37	5.0007.510.011	1
0:11:37	5.0007.610.011	1
0:11:37	5.0007.510.011	2
0:11:38	5.0007.610.011	2
0:11:38	5.0007.610.011	1
0:11:38	5.0007.610.011	-2
0:11:39	5.0007.510.011	1
0:11:39	5.0007.510.011	1
0:11:39	5.0007.610.011	-2
0:11:40	5.0007.610.011	1
0:11:40	5.0007.610.011	2
0:11:41	5.0007.610.011	1
0:11:41	5.0007.510.011	1
0:11:42	5.0007.510.011	1
0:11:42	5.0007.610.011	2
0:11:42	5.0007.610.011	3
0:11:43	5.0007.610.011	2
0:11:43	5.0007.610.011	1
0:11:43	5.0007.510.011	1
0:11:43	5.0007.610.011	-2
0:11:44	5.0007.510.011	3
0:11:44	5.0007.610.011	1
0:11:44	5.0007.610.011	-2
0:11:44	5.0007.610.011	-2
0:11:44	5.0007.610.011	-2
0:11:45	5.0007.510.011	3
0:11:45	5.0007.510.011	1
0:11:45	5.0007.610.011	-1
0:11:46	5.0007.510.011	3
0:11:46	5.0007.610.011	2
0:11:47	5.0007.510.011	6
0:11:47	5.0007.510.011	2
0:11:47	5.0007.510.011	1
0:11:48	5.0007.510.011	11
0:11:48	5.0007.610.011	4
0:11:48	5.0007.610.011	2
0:11:48	5.0007.610.011	1
0:11:48	5.0007.610.011	1
0:11:48	5.0007.610.011	-2
0:11:49	5.0007.610.011	1
0:11:49	5.0007.610.011	1
0:11:50	5.0007.610.011	2
0:11:50	5.0007.510.011	1
0:11:50	5.0007.610.011	2
0:11:50	5.0007.610.011	1
0:11:51	5.0007.610.011	1
0:11:51	5.0007.610.011	3
0:11:51	5.0007.510.011	2
0:11:51	5.0007.610.011	2
0:11:51	5.0007.610.011	3
0:11:51	5.0007.610.011	2
0:11:52	5.0007.510.011	4
0:11:52	5.0007.610.011	3
0:11:52	5.0007.610.011	-2
0:11:53	5.0007.510.011	6
0:11:53	5.0007.510.011	3
0:11:53	5.0007.510.011	2
0:11:53	5.0007.610.011	1
0:11:53	5.0007.510.011	1
0:11:53	5.0007.610.011	2
0:11:53	5.0007.510.011	3
0:11:53	5.0007.610.011	1
0:11:54	5.0007.510.011	4
0:11:54	5.0007.610.011	1
0:11:54	5.0007.510.011	1
0:11:55	5.0007.610.011	1
0:11:55	5.0007.610.011	-2
0:11:55	5.0007.610.011	-2
0:11:55	5.0007.610.011	-1
0:11:56	5.0007.510.011	2
0:11:56	5.0007.510.011	5
0:11:56	5.0007.610.011	1
0:11:56	5.0007.610.011	2
0:11:57	5.0007.510.011	1
0:11:57	5.0007.610.011	1
0:11:57	5.0007.510.011	1
0:11:57	5.0007.510.011	1
0:11:57	5.0007.510.011	1
0:11:57	5.0007.610.011	1
0:11:57	5.0007.610.011	3
0:11:58	5.0007.510.011	2
0:11:58	5.0007.510.011	1
0:11:58	5.0007.510.011	4
0:11:58	5.0007.510.011	3
0:11:59	5.0007.610.011	1
0:11:59	5.0007.510.011	1
0:11:59	5.0007.610.011	1
0:11:59	5.0007.610.011	-2
0:11:59	5.0007.610.011	-2
0:12:00	5.0007.510.011	3
0:12:00	5.0007.610.011	1
0:12:01	5.0007.510.011	2
0:12:01	5.0007.510.011	6
0:12:01	5.0007.610.011	1
0:12:01	5.0007.610.011	2
0:12:02	5.0007.610.011	1
0:12:02	5.0007.610.011	1
0:12:02	5.0007.610.011	1
0:12:02	5.0007.610.011	1
0:12:02	5.0007.610.011	1
0:12:03	5.0007.510.011	7
0:12:03	5.0007.610.011	1
0:12:03	5.0007.510.011	1
0:12:03	5.0007.610.011	3
0:12:04	5.0007.510.011	3
0:12:04	5.0007.510.011	4
0:12:04	5.0007.510.011	1
0:12:04	5.0007.510.011	4
0:12:05	5.0007.610.011	1
0:12:05	5.0007.610.011	1
0:12:05	5.0007.610.011	3
0:12:05	5.0007.610.011	-1
0:12:06	5.0007.610.011	2
0:12:06	5.0007.610.011	1
0:12:06	5.0007.510.011	1
0:12:06	5.0007.610.011	3
0:12:06	5.0007.610.011	2
0:12:06	5.0007.610.011	-1
0:12:07	5.0007.610.011	5
0:12:07	5.0007.610.011	1
0:12:07	5.0007.610.011	1
0:12:07	5.0007.610.011	1
0:12:07	5.0007.610.011	-1
0:12:08	5.0007.610.011	1
0:12:08	5.0007.610.011	3
0:12:08	5.0007.510.011	1
0:12:08	5.0007.610.011	1
0:12:09	5.0007.510.011	1
0:12:09	5.0007.610.011	4
0:12:09	5.0007.610.011	1
0:12:09	5.0007.510.011	1
0:12:10	5.0007.610.011	1
0:12:10	5.0007.610.011	1
0:12:10	5.0007.610.011	2
0:12:10	5.0007.610.011	1
0:12:10	5.0007.610.011	-3
0:12:11	5.0007.510.011	1
0:12:11	5.0007.510.011	1
0:12:12	5.0007.610.011	7
0:12:12	5.0007.610.011	1
0:12:12	5.0007.510.011	5
0:12:12	5.0007.510.011	1
0:12:13	5.0007.510.011	3
0:12:13	5.0007.510.011	1
0:12:13	5.0007.610.011	5
0:12:14	5.0007.610.011	4
0:12:14	5.0007.610.011	-2
0:12:14	5.0007.610.011	-2
0:12:15	5.0007.610.011	3
0:12:15	5.0007.510.011	2
0:12:15	5.0007.510.011	2
0:12:15	5.0007.610.011	2
0:12:15	5.0007.510.011	2
0:12:16	5.0007.510.011	2
0:12:16	5.0007.610.011	4
0:12:16	5.0007.610.011	3
0:12:16	5.0007.510.011	1
0:12:16	5.0007.610.011	-2
0:12:17	5.0007.610.011	5
0:12:17	5.0007.510.011	3
0:12:17	5.0007.510.011	1
0:12:18	5.0007.510.011	1
0:12:18	5.0007.510.011	1
0:12:18	5.0007.610.011	-2
0:12:19	5.0007.510.011	1
0:12:19	5.0007.510.011	1
0:12:19	5.0007.510.011	1
0:12:19	5.0007.610.011	2
0:12:20	5.0007.510.011	1
0:12:20	5.0007.510.011	2
0:12:20	5.0007.610.011	3
0:12:20	5.0007.610.011	3
0:12:20	5.0007.610.011	-1
0:12:21	5.0007.510.011	1
0:12:21	5.0007.610.011	2
0:12:21	5.0007.510.011	1
0:12:22	5.0007.610.011	2
0:12:22	5.0007.610.011	-2
0:12:23	5.0007.610.011	4
0:12:23	5.0007.510.011	3
0:12:23	5.0007.610.011	-2
0:12:24	5.0007.510.011	4
0:12:24	5.0007.510.011	1
0:12:24	5.0007.610.011	1
0:12:24	5.0007.510.011	5
0:12:24	5.0007.610.011	2
0:12:24	5.0007.510.011	1
0:12:24	5.0007.610.011	-2
0:12:25	5.0007.510.011	2
0:12:25	5.0007.510.011	3
0:12:25	5.0007.510.011	4
0:12:25	5.0007.510.011	1
0:12:25	5.0007.510.011	1
0:12:26	5.0007.610.011	3
0:12:26	5.0007.510.011	1
0:12:26	5.0007.510.011	1
0:12:26	5.0007.510.011	2
0:12:26	5.0007.610.011	3
0:12:26	5.0007.610.011	1
0:12:27	5.0007.510.011	2
0:12:27	5.0007.610.011	2
0:12:28	5.0007.510.011	3
0:12:28	5.0007.610.011	1
0:12:28	5.0007.510.011	2
0:12:29	5.0007.610.011	1
0:12:29	5.0007.510.011	1
0:12:29	5.0007.510.011	1
0:12:29	5.0007.610.011	6
0:12:30	5.0007.610.011	1
0:12:30	5.0007.510.011	1
0:12:30	5.0007.510.011	2
0:12:30	5.0007.610.011	1
0:12:30	5.0007.510.011	1
0:12:31	5.0007.610.011	3
0:12:31	5.0007.510.011	2
0:12:31	5.0007.510.011	4
0:12:31	5.0007.510.011	4
0:12:31	5.0007.510.011	2
0:12:31	5.0007.510.011	5
0:12:32	5.0007.510.011	4
0:12:33	5.0007.610.011	3
0:12:33	5.0007.610.011	2
0:12:33	5.0007.510.011	2
0:12:33	5.0007.510.011	2
0:12:33	5.0007.510.011	5
0:12:34	5.0007.610.011	2
0:12:34	5.0007.510.011	1
0:12:34	5.0007.610.011	2
0:12:34	5.0007.510.011	2
0:12:34	5.0007.510.011	2
0:12:35	5.0007.510.011	1
0:12:35	5.0007.510.011	1
0:12:35	5.0007.510.011	1
0:12:35	5.0007.510.011	3
0:12:36	5.0007.510.011	2
0:12:36	5.0007.610.011	1
0:12:37	5.0007.510.011	6
0:12:37	5.0007.610.011	1
0:12:37	5.0007.510.011	1
0:12:37	5.0007.510.011	1
0:12:37	5.0007.610.011	1
0:12:37	5.0007.610.011	1
0:12:37	5.0007.610.011	1
0:12:37	5.0007.610.011	-1
0:12:38	5.0007.610.011	1
0:12:38	5.0007.510.011	1
0:12:39	5.0007.610.011	1
0:12:39	5.0007.610.011	-3
0:12:40	5.0007.510.011	4
0:12:40	5.0007.510.011	3
0:12:40	5.0007.610.011	1
0:12:40	5.0007.610.011	-3
0:12:41	5.0007.610.011	3
0:12:41	5.0007.610.011	1
0:12:41	5.0007.610.011	5
0:12:41	5.0007.610.011	3
0:12:41	5.0007.610.011	-1
0:12:42	5.0007.510.011	1
0:12:42	5.0007.610.011	1
0:12:42	5.0007.610.011	1
0:12:42	5.0007.610.011	2
0:12:42	5.0007.510.011	1
0:12:43	5.0007.510.011	1
0:12:43	5.0007.510.011	1
0:12:43	5.0007.610.011	-3
0:12:44	5.0007.610.011	1
0:12:44	5.0007.510.011	1
0:12:44	5.0007.510.011	4
0:12:44	5.0007.610.011	-2
0:12:45	5.0007.610.011	4
0:12:45	5.0007.610.011	5
0:12:45	5.0007.610.011	-2
0:12:46	5.0007.510.011	1
0:12:46	5.0007.610.011	2
0:12:46	5.0007.510.011	1
0:12:47	5.0007.510.011	1
0:12:47	5.0007.610.011	1
0:12:47	5.0007.610.011	1
0:12:47	5.0007.510.011	1
0:12:48	5.0007.610.011	2
0:12:48	5.0007.510.011	2
0:12:48	5.0007.510.011	2
0:12:49	5.0007.510.011	2
0:12:49	5.0007.610.011	1
0:12:50	5.0007.510.011	1
0:12:50	5.0007.510.011	1
0:12:50	5.0007.510.011	1
0:12:50	5.0007.510.011	1
0:12:50	5.0007.610.011	1
0:12:50	5.0007.610.011	-1
0:12:50	5.0007.610.011	-2
0:12:51	5.0007.610.011	1
0:12:52	5.0007.510.011	1
0:12:52	5.0007.610.011	-2
0:12:52	5.0007.610.011	-1
0:12:52	5.0007.610.011	-3
0:12:53	5.0007.610.011	2
0:12:53	5.0007.510.011	1
0:12:53	5.0007.610.011	2
0:12:53	5.0007.510.011	1
0:12:53	5.0007.610.011	3
0:12:54	5.0007.510.011	1
0:12:54	5.0007.510.011	1
0:12:54	5.0007.510.011	1
0:12:54	5.0007.610.011	1
0:12:54	5.0007.610.011	1
0:12:54	5.0007.610.011	2
0:12:55	5.0007.510.011	1
0:12:55	5.0007.510.011	1
0:12:55	5.0007.510.011	1
0:12:55	5.0007.610.011	-2
0:12:56	5.0007.510.011	2
0:12:56	5.0007.510.011	4
0:12:56	5.0007.510.011	1
0:12:56	5.0007.610.011	3
0:12:56	5.0007.510.011	1
0:12:56	5.0007.610.011	1
0:12:56	5.0007.510.011	2
0:12:57	5.0007.610.011	1
0:12:58	5.0007.510.011	2
0:12:58	5.0007.610.011	2
0:12:58	5.0007.510.011	3
0:12:58	5.0007.510.011	1
0:12:58	5.0007.610.011	-2
0:13:00	5.0007.510.011	2
0:13:00	5.0007.610.011	-1
0:13:00	5.0007.610.011	-2
0:13:01	5.0007.510.011	1
0:13:01	5.0007.510.011	1
0:13:01	5.0007.610.011	1
0:13:02	5.0007.510.011	5
0:13:03	5.0007.510.011	2
0:13:03	5.0007.610.011	2
0:13:03	5.0007.610.011	1
0:13:04	5.0007.610.011	3
0:13:05	5.0007.510.011	1
0:13:05	5.0007.610.011	1
0:13:05	5.0007.610.011	1
0:13:05	5.0007.610.011	2
0:13:05	5.0007.610.011	1
0:13:05	5.0007.510.011	1
0:13:06	5.0007.610.011	7
0:13:07	5.0007.510.011	1
0:13:07	5.0007.510.011	1
0:13:07	5.0007.610.011	2
0:13:08	5.0007.610.011	7
0:13:08	5.0007.510.011	1
0:13:08	5.0007.510.011	1
0:13:08	5.0007.610.011	3
0:13:09	5.0007.610.011	2
0:13:09	5.0007.610.011	3
0:13:09	5.0007.610.011	2
0:13:09	5.0007.610.011	2
0:13:09	5.0007.610.011	3
0:13:09	5.0007.510.011	4
0:13:10	5.0007.510.011	2
0:13:10	5.0007.510.011	1
0:13:10	5.0007.610.011	1
0:13:11	5.0007.510.011	4
0:13:11	5.0007.610.011	1
0:13:11	5.0007.610.011	1
0:13:12	5.0007.510.011	1
0:13:12	5.0007.510.011	3
0:13:12	5.0007.510.011	1
0:13:12	5.0007.510.011	1
0:13:13	5.0007.610.011	1
0:13:13	5.0007.510.011	1
0:13:14	5.0007.610.011	3
0:13:15	5.0007.610.011	2
0:13:15	5.0007.510.011	4
0:13:15	5.0007.510.011	1
0:13:15	5.0007.610.011	1
0:13:15	5.0007.510.011	1
0:13:15	5.0007.510.011	1
0:13:16	5.0007.610.011	3
0:13:16	5.0007.610.011	1
0:13:16	5.0007.610.011	1
0:13:16	5.0007.610.011	-3
0:13:17	5.0007.610.011	2
0:13:17	5.0007.610.011	-3
0:13:17	5.0007.610.011	-2
0:13:18	5.0007.510.011	6
0:13:18	5.0007.610.011	-1
0:13:19	5.0007.610.011	2
0:13:19	5.0007.610.011	1
0:13:19	5.0007.610.011	2
0:13:19	5.0007.610.011	1
0:13:19	5.0007.610.011	3
0:13:19	5.0007.510.011	4
0:13:19	5.0007.510.011	1
0:13:20	5.0007.510.011	1
0:13:20	5.0007.610.011	2
0:13:20	5.0007.510.011	5
0:13:20	5.0007.510.011	1
0:13:21	5.0007.610.011	1
0:13:21	5.0007.510.011	1
0:13:21	5.0007.610.011	1
0:13:21	5.0007.510.011	3
0:13:21	5.0007.610.011	4
0:13:21	5.0007.510.011	1
0:13:21	5.0007.610.011	3
0:13:21	5.0007.610.011	1
0:13:22	5.0007.610.011	1
0:13:22	5.0007.510.011	1
0:13:22	5.0007.610.011	1
0:13:22	5.0007.510.011	1
0:13:22	5.0007.610.011	2
0:13:22	5.0007.510.011	3
0:13:23	5.0007.610.011	3
0:13:23	5.0007.510.011	1
0:13:23	5.0007.510.011	1
0:13:23	5.0007.510.011	2
0:13:23	5.0007.510.011	3
0:13:24	5.0007.610.011	3
0:13:24	5.0007.610.011	1
0:13:25	5.0007.510.011	1
0:13:25	5.0007.510.011	1
0:13:26	5.0007.610.011	-2
0:13:27	5.0007.510.011	1
0:13:27	5.0007.610.011	1
0:13:27	5.0007.610.011	1
0:13:27	5.0007.610.011	1
0:13:28	5.0007.510.011	1
0:13:28	5.0007.510.011	3
0:13:28	5.0007.610.011	1
0:13:29	5.0007.610.011	1
0:13:29	5.0007.510.011	11
0:13:29	5.0007.510.011	1
0:13:29	5.0007.610.011	-1
0:13:30	5.0007.510.011	1
0:13:30	5.0007.610.011	1
0:13:30	5.0007.510.011	1
